item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	status
DOVO Haarschere 20	Material<p>Dieses Instrument ist aus Edelstahl der Sorte 1.4034 gefertigt. Die Metalllegierung zeigt gute Korrosionsbeständigkeit gegen Seife oder Wasserdampf und ist daher ideal für die Herstellung hochwertiger Scheren geeignet. Darüber hinaus verfügt das Material über eine gute Schnitthaltigkeit und lässt sich präzise schleifen. Die mattierte Oberfläche fühlt sich ausgesprochen wertig an und kann auch mit feuchten Händen noch sicher gegriffen werden.</p>Schliff<p>Diese DOVO Schere ist mit unserem einseitig gezahnten Handschliff ausgestattet. Durch das Abziehen der Schneide auf einer Platte entsteht eine feine Riffelung. Diese Struktur hindert Haare, Barthaare, Fingernägel oder Nagelhaut dabei, von der Schneidkante abzurutschen. Daraus ergibt sich eine herausragend exakte und sichere Schnittführung.</p>Klingenbeschreibung<p>Bei Haar- und Bartscheren hat sich die Konstruktion mit einem bündigen Schliff als besonders vorteilhaft etabliert. Im Detail bedeutet das, dass die Scherenbecken vorne nicht spitz, sondern abgerundet sind. Das minimiert das Verletzungsrisiko und ist bei der Nutzung von Scheren im Gesichtsbereich zu empfehlen.</p>	0401YJ5T81Y	20706	82.8	7	2021-04-01 13:51:59 CEST		y	4			11				B0032QG1CA						4045284000328			0	DEFAULT	Active
Apex	Material<p>Dieses Rasiermesser besteht aus Kohlenstoffstahl mit der Werkstoffbezeichnung 1.2210, besser bekannt als Silberstahl. Um eine Härte von circa 61 HRC zu erreichen, wird das Material auf über 1000 Grad erhitzt und anschließend sofort mit einem Spezialöl abgeschreckt. Das darauf folgende Anlassen bei etwa 200 Grad gibt der Klinge Elastizität und Zähigkeit. Die Ornamente entstehen durch eine Beschichtung mit 24 karätigem Gold.</p>Griffmaterial<p>Ebenholz zählt zu den wertvollsten Hölzern der Erde. Es ist ausgesprochen hart und schwer. Daher eignet es sich vortrefflich zur Herstellung eines hochwertigen Griffes. Seine Struktur ermöglicht es dem Holz, auch in feuchter Umgebung seine Form zu halten und nicht aufzuquellen. Mehrere Schleifdurchgänge sind nötig, um die seidenweiche Oberfläche zu erschaffen.</p>Schliff<p>Beim Hohlschliff wird das Rasiermesser vom Rücken zur Schneide hin konkav ausgeschliffen. Diese Bauform verbindet große Flexibilität mit hoher Verwindungssteifigkeit in Längsform. Die Klingendynamik sorgt für eine sanfte Rasur begleitet von einem sehr charakteristischen Klang, der durch das Schwingen des Rasiermessers beim Haarabschnitt ausgelöst wird.</p>Klingenbeschreibung<p>Bei einem Rasiermesser mit klassischem Gradkopf endet die Schneide direkt vorne an der Spitze des Messers im 90°-Winkel. Mit etwas Übung erreichst du so formidable Ergebnisse sowohl beim exakten Formen von Konturen, als auch beim Ausrasieren von Grübchen. Eine solche Klingenausprägung ermöglicht dir absolute Präzision, sollte aber nur von erfahrenen Nutzern verwendet werden.</p>Klingenbreite<p>Rasiermesser in der Größe 5/8 Zoll sind echte Allrounder und können jede Aufgabe rund um die klassische Nassrasur mit Bravour bestehen. Die Klinge ist relativ schwer und kann deshalb ohne großen Druck sanft über deine Haut gleiten. Gleichzeitig ist sie noch wendig genug, um auch technisch anspruchsvollere Passagen rund um Nase, Ohren und Kinn agil bewerkstelligen zu können.</p>	0310YTPMC5K	255831	129	3	2021-03-10 19:42:28 CET		y	4			11				B0756TWLZJ						4045284007976			0	DEFAULT	Active
Bismarck	Material<p>Dieses Rasiermesser besteht aus Kohlenstoffstahl mit der Werkstoffbezeichnung 1.2210, besser bekannt als Silberstahl. Um eine Härte von circa 61 HRC zu erreichen, wird das Material auf über 1000 Grad erhitzt und anschließend sofort mit einem Spezialöl abgeschreckt. Das darauf folgende Anlassen bei etwa 200 Grad gibt der Klinge Elastizität und Zähigkeit. Die Ornamente entstehen durch eine Beschichtung mit 24 karätigem Gold.</p>Griffmaterial<p>Natürliche Perlen werden schon seit über 7000 Jahren als kostbares Kleinod gehandelt. Der seidenmatte Glanz, kombiniert mit einem einmaligen Farbspiel machen sie bis heute zu einem gefragten Rohstoff bei der Schmuckproduktion. Aus ethischen Gründen arbeiten wir ausnahmslos mit einem Perlen-Imitat aus Acrylglas. Ausgewählte Fertigungsprozesse ermöglichen es das bekannte Kolorit perfekt zu replizieren.</p>Schliff<p>Beim Hohlschliff wird das Rasiermesser vom Rücken zur Schneide hin konkav ausgeschliffen. Diese Bauform verbindet große Flexibilität mit hoher Verwindungssteifigkeit in Längsform. Die Klingendynamik sorgt für eine sanfte Rasur begleitet von einem sehr charakteristischen Klang, der durch das Schwingen des Rasiermessers beim Haarabschnitt ausgelöst wird.</p>Klingenbeschreibung<p>Der Rundkopf ist die klassische Form eines Rasiermessers und wird den meisten Rasiersituation gerecht. Diese Klingenausprägung ist seit Jahrhunderten sehr beliebt, da die bauchige Form sehr sicher im Bereich der Ohren, Nase und Grübchen eingesetzt werden kann. Auch im Falle eines Falles schützt dich der runde Kopf vor Verletzungen.</p>Klingenbreite<p>Eine breite Klinge eignet sich vor allem für Herren mit starkem Bartwuchs oder dickeren Haaren. Ein Rasiermesser in 6/8 Zoll gleitet unbeirrt auch durch dichteste Gesichtsbehaarung. Der erfahrene Barbier schätzt das hohe Eigengewicht der Klinge und das daraus resultierende ruhige Laufverhalten. Vor allem auf glatten Gesichtspartien erzielst du so eine unerreicht gründlich sowie komfortable	0401YJ5Y6AD	26820	149	9	2021-04-01 13:51:59 CEST		y	4			11				B008JAGNLS						4045284008300			0	DEFAULT	Active
Bismarck	Material<p>Dieses Rasiermesser besteht aus Kohlenstoffstahl mit der Werkstoffbezeichnung 1.2210, besser bekannt als Silberstahl. Um eine Härte von circa 61 HRC zu erreichen, wird das Material auf über 1000 Grad erhitzt und anschließend sofort mit einem Spezialöl abgeschreckt. Das darauf folgende Anlassen bei etwa 200 Grad gibt der Klinge Elastizität und Zähigkeit. Das schwarze Finish erreichen wir durch eine abriebfeste Brünierung.</p>Griffmaterial<p>Ebenholz zählt zu den wertvollsten Hölzern der Erde. Es ist ausgesprochen hart und schwer. Daher eignet es sich vortrefflich zur Herstellung eines hochwertigen Griffes. Seine Struktur ermöglicht es dem Holz, auch in feuchter Umgebung seine Form zu halten und nicht aufzuquellen. Mehrere Schleifdurchgänge sind nötig, um die seidenweiche Oberfläche zu erschaffen.</p>Schliff<p>Beim Hohlschliff wird das Rasiermesser vom Rücken zur Schneide hin konkav ausgeschliffen. Diese Bauform verbindet große Flexibilität mit hoher Verwindungssteifigkeit in Längsform. Die Klingendynamik sorgt für eine sanfte Rasur begleitet von einem sehr charakteristischen Klang, der durch das Schwingen des Rasiermessers beim Haarabschnitt ausgelöst wird.</p>Klingenbeschreibung<p>Der Rundkopf ist die klassische Form eines Rasiermessers und wird den meisten Rasiersituation gerecht. Diese Klingenausprägung ist seit Jahrhunderten sehr beliebt, da die bauchige Form sehr sicher im Bereich der Ohren, Nase und Grübchen eingesetzt werden kann. Auch im Falle eines Falles schützt dich der runde Kopf vor Verletzungen.</p>Klingenbreite<p>Eine breite Klinge eignet sich vor allem für Herren mit starkem Bartwuchs oder dickeren Haaren. Ein Rasiermesser in 6/8 Zoll gleitet unbeirrt auch durch dichteste Gesichtsbehaarung. Der erfahrene Barbier schätzt das hohe Eigengewicht der Klinge und das daraus resultierende ruhige Laufverhalten. Vor allem auf glatten Gesichtspartien erzielst du so eine unerreicht gründlich sowie komfortable Rasur.</p>	0401YJ64M3X	26830	169	1	2021-04-01 13:51:59 CEST		y	4			11				B07JZ5P6XQ						4045284008812			0	DEFAULT	Active
DOVO Scheermes Barbarossa	Materiaal<p>Dit scheermes is gemaakt van koolstofstaal met de materiaalaanduiding 1.2210, beter bekend als zilverstaal. Om een hardheid van ongeveer 61 HRC te bereiken, wordt het materiaal verhit tot meer dan 1000 graden en dan onmiddellijk afgekoeld met een speciale olie. De daaropvolgende harding bij ongeveer 200 graden geeft het lemmet elasticiteit en taaiheid.</p>Handvat materiaal<p>Olijfhout is een uniek materiaal van de natuur. Het is harder dan inlands eiken- of beukenhout, terwijl het een hoge weerstand tegen meeldauw vertoont. Zelfs onbehandeld wordt olijf al gekenmerkt door een bovengemiddelde weerstand tegen water, wat het natuurlijk het perfecte materiaal maakt voor scheermessen, scheerkwasten en shavettes.</p>Scherp<p>In de holle slijpvorm wordt het scheermes hol geslepen van de rug naar de snijkant. Dit ontwerp combineert een grote flexibiliteit met een hoge longitudinale torsiestijfheid. De dynamiek van het mesje zorgt voor een glad scheerresultaat, vergezeld van een zeer karakteristiek geluid, dat wordt veroorzaakt door het zwaaien van het scheermesje op de haartjes.</p>Mesbeschrijving<p>De Spaanse kop is een ingewikkeld ontworpen kopvorm van scheermesjes. Wat deze kop zo bijzonder maakt, is dat hij hol van vorm is met een licht afgeronde punt. Deze afronding maakt het gemakkelijker om zelfs complexe passages rond de oren, neus en kuiltjes te scheren. Een dergelijk ontwerp biedt u hoge precisie zonder een minimum aan veiligheid op te hoeven offeren.</p>Bladbreedte<p>Scheermessen in de maat 5/8 inch zijn echte all-rounders en kunnen elke taak rond de klassieke natte scheerbeurt met vlag en wimpel doorstaan. Het mesje is relatief zwaar en kan daardoor soepel over uw huid glijden zonder veel druk uit te oefenen. Tegelijkertijd is hij nog wendbaar genoeg om technisch veeleisende passages rond de neus, oren en kin aan te kunnen.</p>.	0310YTCNZWP	305870	130	7	2021-03-10 19:40:32 CET		y	4			11				B07RWMG8M3						4045284008898			0	DEFAULT	Active
Bergischer Löwe	Material<p>Dieses Rasiermesser besteht aus Kohlenstoffstahl mit der Werkstoffbezeichnung 1.2210, besser bekannt als Silberstahl. Um eine Härte von circa 61 HRC zu erreichen, wird das Material auf über 1000 Grad erhitzt und anschließend sofort mit einem Spezialöl abgeschreckt. Das darauf folgende Anlassen bei etwa 200 Grad gibt der Klinge Elastizität und Zähigkeit. Die Ornamente entstehen durch eine Beschichtung mit 24 karätigem Gold.</p>Griffmaterial<p>Rinderhorn ist ein besonders edles Material und daher bestens geeignet, um daraus das Heft des BERGISCHEN LÖWEN zu formen. Jedes Griffteil weist eine individuelle Maserung und ein einzigartiges Farbspiel auf. In einem aufwändigen Verfahren wird das afrikanische Horn in Form gebracht, um in einem weiteren Arbeitsschritt aufwendig geschliffen zu werden. Zuletzt wird das Unikat mehrfach feinpoliert.</p>Schliff<p>Beim Hohlschliff wird das Rasiermesser vom Rücken zur Schneide hin konkav ausgeschliffen. Diese Bauform verbindet große Flexibilität mit hoher Verwindungssteifigkeit in Längsform. Die Klingendynamik sorgt für eine sanfte Rasur begleitet von einem sehr charakteristischen Klang, der durch das Schwingen des Rasiermessers beim Haarabschnitt ausgelöst wird.</p>Klingenbeschreibung<p>Der Spanischen Kopf ist eine aufwendig gestaltete Kopfform von Rasiermessern. Das Besondere an diesem Kopf ist, dass er konkav mit einer leicht runden Spitze geformt wird. Diese Rundung erleichtert das Rasieren auch von komplexen Passagen rund um Ohren, Nase und Grübchen. Eine solche Bauart bietet dir hohe Präzision ohne dabei auf ein Mindestmaß an Sicherheit verzichten zu müssen.</p>Klingenbreite<p>Rasiermesser in der Größe 5/8 Zoll sind echte Allrounder und können jede Aufgabe rund um die klassische Nassrasur mit Bravour bestehen. Die Klinge ist relativ schwer und kann deshalb ohne großen Druck sanft über deine Haut gleiten. Gleichzeitig ist sie noch wendig genug, um auch technisch anspruchsvollere Passagen rund um Nase, Ohren und Kinn ag	0310YTMJIRI	3580	290	4	2021-03-10 19:43:10 CET		y	4			11				B002A8N3EA						4045284007020			0	DEFAULT	Active
DOVO Hautschere 379	Material<p>Dieses Instrument ist aus Edelstahl der Sorte 1.4034 gefertigt. Die Metalllegierung zeigt gute Korrosionsbeständigkeit gegen Seife oder Wasserdampf und ist daher ideal für die Herstellung hochwertiger Scheren geeignet. Darüber hinaus verfügt das Material über eine gute Schnitthaltigkeit und lässt sich präzise schleifen. Die mattierte Oberfläche fühlt sich ausgesprochen wertig an und kann auch mit feuchten Händen noch sicher gegriffen werden.</p>Schliff<p>DOVO Scheren werden vorwiegend in Handarbeit gefertigt. Eine Herausforderung bei der Herstellung hochwertiger Scheren entsteht unter anderem aus der präzisen Abrichtung der Scherenblätter. Damit auch hier minimale Fertigungstoleranzen gewährleistet werden können, versehen unsere erfahrenen Schleifer jede Schere mit einem handgeführten Schliff an Schneide und Spitze.</p>Klingenbeschreibung<p>Eine gebogene Scherenspitze ist ausgezeichnet für die Maniküre geeignet. Die sanfte Biegung hilft dir dabei, beim Schnitt der natürlich runden Form deiner Nägel und Nagelhäute zu folgen. So vermeidest du Ecken und Kanten und musst weniger Zeit in die Nachbearbeitung mit der Nagelfeile stecken. Eine runde Sache!</p>	0401YJIWKWE	379356	38.99	3	2021-04-01 18:20:40 CEST		y	4			11				B004GV655S						4045284004630			0	DEFAULT	Active
DOVO Klipet neushaartrimmer		0405YQ17Q0F	385006	31.85	7	2021-04-05 15:44:12 CEST		y	4			11				B000IB0G1Y						4045284009437			0	DEFAULT	Active
DOVO Inox	Material<p>Dieses Rasiermesser ist aus Edelstahl der Sorte 1.4034 gefertigt. Das Metall zeigt gute Korrosionsbeständigkeit gegen Seifen, Wasser sowie Wasserdampf und ist daher ideal für die Herstellung von hochwertigen und superscharfen Klingen geeignet. Die moderne Metalllegierung ist kaum pflegebedürftig, leicht zu reinigen und somit besonders für Neueinsteiger zu empfehlen. Die Ornamente entstehen durch eine Beschichtung mit 24 karätigem Gold.</p>Griffmaterial<p>Olivenholz ist ein einzigartiger Werkstoff der Natur. Es ist härter als heimisches Eichen- oder Buchenholz und zeigt dabei eine hohe Widerstandsfähigkeit vor Schimmelbefall. Selbst unbehandelte Olive zeichnet sich schon durch eine überdurchschnittliche Resistenz gegenüber Wasser aus, was es natürlich zum perfekten Material für Rasiermesser, Rasierpinsel und Shavetten macht.</p>Schliff<p>Beim Hohlschliff wird das Rasiermesser vom Rücken zur Schneide hin konkav ausgeschliffen. Diese Bauform verbindet große Flexibilität mit hoher Verwindungssteifigkeit in Längsform. Die Klingendynamik sorgt für eine sanfte Rasur begleitet von einem sehr charakteristischen Klang, der durch das Schwingen des Rasiermessers beim Haarabschnitt ausgelöst wird.</p>Klingenbeschreibung<p>Der Rundkopf ist die klassische Form eines Rasiermessers und wird den meisten Rasiersituation gerecht. Diese Klingenausprägung ist seit Jahrhunderten sehr beliebt, da die bauchige Form sehr sicher im Bereich der Ohren, Nase und Grübchen eingesetzt werden kann. Auch im Falle eines Falles schützt dich der runde Kopf vor Verletzungen.</p>Klingenbreite<p>Rasiermesser in der Größe 5/8 Zoll sind echte Allrounder und können jede Aufgabe rund um die klassische Nassrasur mit Bravour bestehen. Die Klinge ist relativ schwer und kann deshalb ohne großen Druck sanft über deine Haut gleiten. Gleichzeitig ist sie noch wendig genug, um auch technisch anspruchsvollere Passagen rund um Nase, Ohren und Kinn agil bewerkstelligen zu können.</p>	0318YMQQSBA	415875	159	8	2021-03-18 22:21:59 CET		y	4			11				B000Q85OIE						4045284007242			0	DEFAULT	Active
DOVO Bartschere 43 Moustache	Material<p>Dieses Instrument ist aus Edelstahl der Sorte 1.4034 gefertigt. Die Metalllegierung zeigt gute Korrosionsbeständigkeit gegen Seife oder Wasserdampf und ist daher ideal für die Herstellung hochwertiger Scheren geeignet. Darüber hinaus verfügt das Material über eine gute Schnitthaltigkeit und lässt sich präzise schleifen. Die mattierte Oberfläche fühlt sich ausgesprochen wertig an und kann auch mit feuchten Händen noch sicher gegriffen werden.</p>Schliff<p>Diese DOVO Schere ist mit unserem einseitig gezahnten Handschliff ausgestattet. Durch das Abziehen der Schneide auf einer Platte entsteht eine feine Riffelung. Diese Struktur hindert Haare, Barthaare, Fingernägel oder Nagelhaut dabei, von der Schneidkante abzurutschen. Daraus ergibt sich eine herausragend exakte und sichere Schnittführung.</p>Klingenbeschreibung<p>Bei Haar- und Bartscheren hat sich die Konstruktion mit einem bündigen Schliff als besonders vorteilhaft etabliert. Im Detail bedeutet das, dass die Scherenbecken vorne nicht spitz, sondern abgerundet sind. Das minimiert das Verletzungsrisiko und ist bei der Nutzung von Scheren im Gesichtsbereich zu empfehlen.</p>	0401YJ5HE8S	43456	53	4	2021-04-01 13:51:59 CEST		y	4			11				B00H1CSWIC						4045284006344			0	DEFAULT	Active
DOVO Stickschere 44	Material<p>Dieses Instrument ist aus Edelstahl der Sorte 1.4034 gefertigt. Die Metalllegierung zeigt gute Korrosionsbeständigkeit gegen Seife oder Wasserdampf und ist daher ideal für die Herstellung hochwertiger Scheren geeignet. Darüber hinaus verfügt das Material über eine gute Schnitthaltigkeit und lässt sich präzise schleifen. Die mattierte Oberfläche fühlt sich ausgesprochen wertig an und kann auch mit feuchten Händen noch sicher gegriffen werden.</p>Schliff<p>DOVO Scheren werden vorwiegend in Handarbeit gefertigt. Eine Herausforderung bei der Herstellung hochwertiger Scheren entsteht unter anderem aus der präzisen Abrichtung der Scherenblätter. Damit auch hier minimale Fertigungstoleranzen gewährleistet werden können, versehen unsere erfahrenen Schleifer jede Schere mit einem handgeführten Schliff an Schneide und Spitze.</p>Klingenbeschreibung<p>Die Problematik beim Sticken entsteht oft dadurch, dass man das Werk nur schwer mit einer herkömmlichen Schere erreicht. Damit dich widerspenstige Sprungfäden und Fadenreste nicht zur Weißglut treiben, ist diese Schere mit zwei spitz zulaufenden Klingen und einer scharfen Spitze konstruiert. So kannst du sehr präzise arbeiten und es sollte wieder alles wie am Schnürchen laufen!</p>Leder<p>Wir verwenden für dieses Produkt ausschließlich Rindleder. Die Stabilität und Zugfestigkeit eignet sich hervorragend für die Herstellung hochwertiger und langlebiger Erzeugnisse. Gerne kannst du das Leder von Zeit zu Zeit mit einem Pflegemittel behandeln, um den natürlichen Geruch und die Flexibilität über Jahre hinweg aufrecht zu halten.</p>	0401YJ458V3	44350026	38	8	2021-04-01 13:51:59 CEST		y	4			11				B00ZRXS5K2						4045284005064			0	DEFAULT	Active
DOVO Stickschere 44 Hardanger	Material<p>Dieses Instrument ist aus Edelstahl der Sorte 1.4034 gefertigt. Die Metalllegierung zeigt gute Korrosionsbeständigkeit gegen Seife oder Wasserdampf und ist daher ideal für die Herstellung hochwertiger Scheren geeignet. Darüber hinaus verfügt das Material über eine gute Schnitthaltigkeit und lässt sich präzise schleifen. Die mattierte Oberfläche fühlt sich ausgesprochen wertig an und kann auch mit feuchten Händen noch sicher gegriffen werden.</p>Schliff<p>DOVO Scheren werden vorwiegend in Handarbeit gefertigt. Eine Herausforderung bei der Herstellung hochwertiger Scheren entsteht unter anderem aus der präzisen Abrichtung der Scherenblätter. Damit auch hier minimale Fertigungstoleranzen gewährleistet werden können, versehen unsere erfahrenen Schleifer jede Schere mit einem handgeführten Schliff an Schneide und Spitze.</p>Klingenbeschreibung<p>Solltest du an einer Hardanger-Durchbruchstickerei arbeiten, kennst du dich bestens mit den Problemen einer zu massiven Scherenspitze aus. Um diese Arbeiten zu erleichtern, bieten wir hier ein höchst spezialisiertes Modell an: Die 10mm schmale, eingesetzte Spitze eignet sich hervorragend für ein solches Aufgabenfeld und kann ebenso zum Abtrennen feiner Fäden verwendet werden.</p>Leder<p>Wir verwenden für dieses Produkt ausschließlich Rindleder. Die Stabilität und Zugfestigkeit eignet sich hervorragend für die Herstellung hochwertiger und langlebiger Erzeugnisse. Gerne kannst du das Leder von Zeit zu Zeit mit einem Pflegemittel behandeln, um den natürlichen Geruch und die Flexibilität über Jahre hinweg aufrecht zu halten.</p>	0401YJ61TR1	44350526	40.8	9	2021-04-01 13:51:59 CEST		y	4			11				B01KEJ5TSO						4045284006399			0	DEFAULT	Active
DOVO Bart-/Nasenhaarschere 44	Material<p>Dieses Instrument ist aus Edelstahl der Sorte 1.4034 gefertigt. Die Metalllegierung zeigt gute Korrosionsbeständigkeit gegen Seife oder Wasserdampf und ist daher ideal für die Herstellung hochwertiger Scheren geeignet. Darüber hinaus verfügt das Material über eine gute Schnitthaltigkeit und lässt sich präzise schleifen. Die mattierte Oberfläche fühlt sich ausgesprochen wertig an und kann auch mit feuchten Händen noch sicher gegriffen werden.</p>Schliff<p>DOVO Scheren werden vorwiegend in Handarbeit gefertigt. Eine Herausforderung bei der Herstellung hochwertiger Scheren entsteht unter anderem aus der präzisen Abrichtung der Scherenblätter. Damit auch hier minimale Fertigungstoleranzen gewährleistet werden können, versehen unsere erfahrenen Schleifer jede Schere mit einem handgeführten Schliff an Schneide und Spitze.</p>Klingenbeschreibung<p>Infektionen und Verletzungen im Naseninnenraum können nicht nur unangenehm sein, sondern auch gefährlich. Die Nase besitzt eine empfindliche Nasenschleimhaut und dünne Äderchen, die mit einer spitzen Spitze schnell verletzt werden können. Die Kugelspitze ist eine besonders sichere Form der Klingenenden, die dich vor solchen Gefahren schützt. Die sogenannte Kugelspitze ist vorne stumpf und großzügig abgerundet, sodass du verletzungsfrei und sorgenfrei arbeiten kannst.</p>	0401YJ5B1QB	44406	38.3	9	2021-04-01 13:51:59 CEST		y	4			11				B005DSFT8M						4045284005156			0	DEFAULT	Active
Prima	Material<p>Dieses Rasiermesser besteht aus Kohlenstoffstahl mit der Werkstoffbezeichnung 1.2210, besser bekannt als Silberstahl. Um eine Härte von circa 61 HRC zu erreichen, wird das Material auf über 1000 Grad erhitzt und anschließend sofort mit einem Spezialöl abgeschreckt. Das darauf folgende Anlassen bei etwa 200 Grad gibt der Klinge Elastizität und Zähigkeit. Die Ornamente entstehen durch eine Beschichtung mit 24 karätigem Gold.</p>Griffmaterial<p>Ebenholz zählt zu den wertvollsten Hölzern der Erde. Es ist ausgesprochen hart und schwer. Daher eignet es sich vortrefflich zur Herstellung eines hochwertigen Griffes. Seine Struktur ermöglicht es dem Holz, auch in feuchter Umgebung seine Form zu halten und nicht aufzuquellen. Mehrere Schleifdurchgänge sind nötig, um die seidenweiche Oberfläche zu erschaffen.</p>Schliff<p>Beim Hohlschliff wird das Rasiermesser vom Rücken zur Schneide hin konkav ausgeschliffen. Diese Bauform verbindet große Flexibilität mit hoher Verwindungssteifigkeit in Längsform. Die Klingendynamik sorgt für eine sanfte Rasur begleitet von einem sehr charakteristischen Klang, der durch das Schwingen des Rasiermessers beim Haarabschnitt ausgelöst wird.</p>Klingenbeschreibung<p>Der Rundkopf ist die klassische Form eines Rasiermessers und wird den meisten Rasiersituation gerecht. Diese Klingenausprägung ist seit Jahrhunderten sehr beliebt, da die bauchige Form sehr sicher im Bereich der Ohren, Nase und Grübchen eingesetzt werden kann. Auch im Falle eines Falles schützt dich der runde Kopf vor Verletzungen.</p>Klingenbreite<p>Rasiermesser in der Größe 5/8 Zoll sind echte Allrounder und können jede Aufgabe rund um die klassische Nassrasur mit Bravour bestehen. Die Klinge ist relativ schwer und kann deshalb ohne großen Druck sanft über deine Haut gleiten. Gleichzeitig ist sie noch wendig genug, um auch technisch anspruchsvollere Passagen rund um Nase, Ohren und Kinn agil bewerkstelligen zu können.</p>	0310YSPZI8A	4580	129	6	2021-03-10 19:39:58 CET		y	4			11				B000Q85OHK						4045284007037			0	DEFAULT	Active
Dovo pincet roestvrij staal schuin 491356		0405YQ74JSL	491356	16.2	7	2021-04-05 15:51:18 CEST		y	4			11				B004GV659O						4045284017401			0	DEFAULT	Active
DOVO Modellierschere 50	Material<p>Dieses Instrument ist aus Edelstahl der Sorte 1.4034 gefertigt. Die Metalllegierung zeigt gute Korrosionsbeständigkeit gegen Seife oder Wasserdampf und ist daher ideal für die Herstellung hochwertiger Scheren geeignet. Darüber hinaus verfügt das Material über eine gute Schnitthaltigkeit und lässt sich präzise schleifen. Die mattierte Oberfläche fühlt sich ausgesprochen wertig an und kann auch mit feuchten Händen noch sicher gegriffen werden.</p>Schliff<p>Der Prismenschliff erlaubt dem Nutzer das präzise Ausdünnen von Haaren. Da bei diesem Schliff die Gegenseite einen glatten Schliff besitzt, wird knapp die Hälfte der Haare geschnitten. Die Prismenfräsung des gezahnten Scherenblattes erfolgt bei uns unter minimalen Fertigungstoleranzen und wird nur von unseren erfahrensten Mitarbeitern ausgeführt.</p>	0401YJ5WI8W	5040546	65.3	10	2021-04-01 13:51:59 CEST		y	4			11				B003SPBA30						4045284000427			0	DEFAULT	Active
DOVO Modellierschere 50	Material<p>Dieses Instrument ist aus Edelstahl der Sorte 1.4034 gefertigt. Die Metalllegierung zeigt gute Korrosionsbeständigkeit gegen Seife oder Wasserdampf und ist daher ideal für die Herstellung hochwertiger Scheren geeignet. Darüber hinaus verfügt das Material über eine gute Schnitthaltigkeit und lässt sich präzise schleifen. Die mattierte Oberfläche fühlt sich ausgesprochen wertig an und kann auch mit feuchten Händen noch sicher gegriffen werden.</p>Schliff<p>Der Prismenschliff erlaubt dem Nutzer das präzise Ausdünnen von Haaren. Da bei diesem Schliff die Gegenseite einen glatten Schliff besitzt, wird knapp die Hälfte der Haare geschnitten. Die Prismenfräsung des gezahnten Scherenblattes erfolgt bei uns unter minimalen Fertigungstoleranzen und wird nur von unseren erfahrensten Mitarbeitern ausgeführt.</p>	0401YJ3XQKB	5046656	78.9	3	2021-04-01 13:51:59 CEST		y	4			11				B003UGWJAU						4045284000465			0	DEFAULT	Active
Astrale	Material<p>Dieses Rasiermesser besteht aus Kohlenstoffstahl mit der Werkstoffbezeichnung 1.2210, besser bekannt als Silberstahl. Um eine Härte von circa 61 HRC zu erreichen, wird das Material auf über 1000 Grad erhitzt und anschließend sofort mit einem Spezialöl abgeschreckt. Das darauf folgende Anlassen bei etwa 200 Grad gibt der Klinge Elastizität und Zähigkeit. Die Ornamente entstehen durch eine Beschichtung mit 24 karätigem Gold.</p>Griffmaterial<p>Ebenholz zählt zu den wertvollsten Hölzern der Erde. Es ist ausgesprochen hart und schwer. Daher eignet es sich vortrefflich zur Herstellung eines hochwertigen Griffes. Seine Struktur ermöglicht es dem Holz, auch in feuchter Umgebung seine Form zu halten und nicht aufzuquellen. Mehrere Schleifdurchgänge sind nötig, um die seidenweiche Oberfläche zu erschaffen.</p>Schliff<p>Beim Hohlschliff wird das Rasiermesser vom Rücken zur Schneide hin konkav ausgeschliffen. Diese Bauform verbindet große Flexibilität mit hoher Verwindungssteifigkeit in Längsform. Die Klingendynamik sorgt für eine sanfte Rasur begleitet von einem sehr charakteristischen Klang, der durch das Schwingen des Rasiermessers beim Haarabschnitt ausgelöst wird.</p>Klingenbeschreibung<p>Der Rundkopf ist die klassische Form eines Rasiermessers und wird den meisten Rasiersituation gerecht. Diese Klingenausprägung ist seit Jahrhunderten sehr beliebt, da die bauchige Form sehr sicher im Bereich der Ohren, Nase und Grübchen eingesetzt werden kann. Auch im Falle eines Falles schützt dich der runde Kopf vor Verletzungen.</p>Klingenbreite<p>Rasiermesser in der Größe 5/8 Zoll sind echte Allrounder und können jede Aufgabe rund um die klassische Nassrasur mit Bravour bestehen. Die Klinge ist relativ schwer und kann deshalb ohne großen Druck sanft über deine Haut gleiten. Gleichzeitig ist sie noch wendig genug, um auch technisch anspruchsvollere Passagen rund um Nase, Ohren und Kinn agil bewerkstelligen zu können.</p>	0401YJ4AKKJ	558130	149	9	2021-04-01 13:51:59 CEST		y	4			11				B003WA85S4						4045284007167			0	DEFAULT	Active
